Order_ID,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,State,City,Area,Pincode,Order_Date,Delivery_Date,Product_ID,Product_Name,Category,Sub_Category,Brand,Item_Weight,Item_MRP,Selling_Price,Discount_Percentage,Quantity,Total_Amount,Payment_Method,Delivery_Status,Delivery_Time_Minutes,Customer_Rating,Feedback,Stock_Availability,Order_Status
ORD103079,CUST3277,Dayita Wadhwa,46,Female,Karnataka,Mysore,Gokulam,192861,29-01-2024,31-01-2024,P197,Tea,Beverages,Beverages,Tata Tea,4.21,229,195,15,6,1172,CASH,Cancelled,941,4,Damaged item,In Stock,Returned
ORD103707,CUST1272,Veda Sahni,66,Female,Gujarat,Ahmedabad,Navrangpura,103176,22-09-2024,23-09-2024,P604,Toothpaste,Personal Care,Personal Care,Colgate,4.11,446,318,29,7,2227,UPI,Returned,59,2,Average,Limited,Cancelled
ORD104365,CUST1619,Faras Bains,30,Female,West Bengal,PUNE,Howrah,471722,16-11-2024,19-11-2024,P708,Rice,Grocery,Grocery,India Gate,1.58,535,355,34,8,2841,GPAY,Cancelled,16,2,Average,Out of Stock,Returned
ORD100058,CUST1086,Nidra Kibe,63,Male,Maharashtra,Mumbai,Bandra,608214,11-04-2024,13-04-2024,P320,Paneer,Dairy,Dairy,Mother Dairy,4.19,127,91,29,3,273,CASH,Returned,86,3,Late delivery,Out of Stock,Delivered
ORD101501,CUST3197,Kashvi Tandon,24,Female,West Bengal,Kolkata,Salt Lake,515704,28-08-2025,28-08-2025,P124,Soft Drink,Beverages,Beverages,Coca-Cola,2.14,365,308,16,2,617,CASH ON DELIVERY,Returned,56,5,Excellent,Out of Stock,Returned
ORD101290,CUST8649,Hiral Sibal,57,Male,Telangana,Hyderabad,Banjara Hills,692241,30-09-2024,02-10-2024,P797,Bread,Bakery,Bakery,Britannia,1.74,101,95,6,8,756,CASH ON DELIVERY,Delivered,70,3,Damaged item,In Stock,Pending
ORD103846,CUST4581, Riya Parekh ,94,Male,Karnataka,Mysore,Gokulam,517111,18-11-2024,19-11-2024,P776,Banana,Fruits & Vegetables,Fruits & Vegetables,FreshFarm,3.29,334,242,28,3,725,GPAY,Cancelled,11,3,Damaged item,Limited,Returned
ORD101806,CUST4067,Ronith Aurora,42,Female,Delhi,New Delhi,Saket,703223,03-10-2025,14-03-2025,P799,Cleaner,Household Items,Household Items,Lizol,1.5,21,16,26,1,16,GPAY,Delivered,42,2,Excellent,In Stock,Delivered
ORD101601,CUST8171,Falan Dalal,26,Other,Telangana,Hyderabad,Madhapur,339647,06-03-2024,10-03-2024,P176,Milk,Dairy,Dairy,Amul,0.7,539,507,6,2,1015,Debit Card,Cancelled,15,3,Average,Limited,Pending
ORD104711,CUST1472,Isha Kala,65,Female,Gujarat,Surat,Adajan,262342,13-07-2024,17-07-2024,P126,Cleaner,Household Items,Household Items, Lizol ,0.71,631,421,33,8,3371,GOOGLE PAY,Returned,46,4,Good,Out of Stock,Delivered
ORD104410,CUST2333,Yoshita Gola,39,Other,West Bengal,Kolkata,Salt Lake,288725,24-06-2025,26-06-2025,P808,Frozen Peas,Frozen Food,Frozen Food,Safal,0.52,322,232,28,8,1856,Debit Card,Cancelled,78,3,Average,In Stock,Delivered
ORD103109,CUST5237,Forum Aggarwal,67,Other,Gujarat,Ahmedabad,Navrangpura,686488,20-07-2025,20-07-2025,P443,Banana,Fruits & Vegetables,Fruits & Vegetables,FreshFarm,1.86,472,341,28,3,1022,GPAY,Pending,64,3,Damaged item,Out of Stock,Pending
ORD102525,CUST5595,Qasim Agarwal,66,Male,Gujarat,Surat,Adajan,583461,11-05-2025,11-09-2025,P295,Paneer,Dairy,Dairy,Mother Dairy,0.5,758,667,12,4,2669,GOOGLE PAY,Pending,24,3,Damaged item,Out of Stock,Returned
ORD102845,CUST8995,Ekta Lal,18,Female,Telangana,Hyderabad,Banjara Hills,247360,11-09-2025,15-09-2025,P640,Rice,Grocery,Grocery,India Gate,1.59,114,70,39,2,140,UPI,Pending,79,3,Average,In Stock,Pending
ORD102349,CUST6146,Manbir Prashad,75,Other,Tamil Nadu,Chennai,Anna Nagar,750269,06-11-2025,09-11-2025,P713,Banana,Fruits & Vegetables,Fruits & Vegetables,FreshFarm,0.59,351,345,2,5,1723,CASH ON DELIVERY,Returned,73,5,Average,In Stock,Cancelled
ORD104069,CUST8198,Falan Rai,22,Male,Gujarat,Surat,Adajan,490535,09-11-2024,13-09-2024,P250,Soap,Personal Care,Personal Care,Dove,3.01,654,573,12,4,2291,Debit Card,Returned,89,1,Average,In Stock,Returned
ORD104202,CUST4281,Vritti Ramachandran,52,Male,Maharashtra,Mumbai,Andheri,412548,02-11-2025,11-02-2025,P227,Tomato,Fruits & Vegetables,Fruits & Vegetables,Organic India,4.39,582,560,4,7,3923,GOOGLE PAY,Pending,12,4,Average,In Stock,Delivered
ORD104905,CUST6449,Ganga Dasgupta,31,Male,Tamil Nadu,Coimbatore,RS Puram,542703,10-06-2024,11-06-2024,P412,Bread,Bakery,Bakery,Britannia,1.45,783,480,39,7,3361,UPI,Returned,49,1,Good,Limited,Pending
ORD101084,CUST6855,Jeet Hari,65,Female,maharashtra,Coimbatore,RS Puram,554631,12-08-2025,12-09-2025,P958,Apple,Fruits & Vegetables,Fruits & Vegetables,Kashmir Fresh,3.32,339,303,10,6,1821,CASH,Pending,18,3,Damaged item,Out of Stock,Cancelled
ORD102893,CUST5100,Gopal Zachariah,28,Other,West Bengal,Kolkata,Salt Lake,751471,14-07-2025,15-07-2025,P424,Paneer,Dairy,Dairy,Mother Dairy,4.13,30,21,31,3,63,GPAY,Cancelled,34,2,Late delivery,Out of Stock,Returned
ORD101790,CUST5090,Gabriel Goswami,70,Female,Telangana,Hyderabad,Madhapur,593001,16-07-2024,16-07-2024,P162,Curd,Dairy,Dairy,Britannia,3.49,294,186,37,1,186,CASH,Returned,60,5,Average,In Stock,Cancelled
ORD101732,CUST9535,Noah Lata,45,Female,Maharashtra,Nagpur,Dharampeth,440599,08-10-2025,14-08-2025,P883,Juice,Beverages,Beverages,Real,4.18,298,284,5,3,852,GOOGLE PAY,Pending,26,3,Average,In Stock,Cancelled
ORD101516,CUST4329,Ekiya Kanda,31,Male,Delhi,New Delhi,Dwarka,470643,04-12-2024,14-04-2024,P477,Cleaner,Household Items,Household Items,Lizol,2.87,703,476,32,6,2857,GPAY,Delivered,61,1,Damaged item,Limited,Cancelled
ORD104401,CUST6890,Frado Sidhu,56,Male,Gujarat,PUNE,Vesu,524598,08-01-2024,04-08-2024,P134,Chips,Snacks,Snacks,Lay's,2.29,106,97,8,2,195,GPAY,Returned,18,3,Average,In Stock,Returned
ORD103957,CUST7077,Dakshesh Mangat,58,Other,Gujarat,Surat,Adajan,572281,25-11-2025,26-11-2025,P356,Namkeen,Snacks,Snacks,Haldiram,0.48,277,275,1,3,825,CASH ON DELIVERY,Pending,38,3,Damaged item,Out of Stock,Returned
ORD103555,CUST2867,Vinaya Kibe,37,Male,Delhi,New Delhi,Saket,987896,04-08-2024,08-04-2024,P492,Rice,Grocery,Grocery,India Gate,1.39,308,197,36,1,197,Debit Card,Pending,62,2,Good,Out of Stock,Pending
ORD102991,CUST8918,Manthan Pingle,26,Female,West Bengal,Kolkata,Park Street,697073,12-02-2025,05-12-2025,P909,Juice,Beverages,Beverages,Real,1.49,372,258,31,7,1806,UPI,Pending,32,3,Good,Limited,Returned
ORD101474,CUST1806, Gavin Balakrishnan ,30,Other,Karnataka,Mysore,Gokulam,917544,03-06-2025,06-03-2025,P779,Bread,Bakery,Bakery,Britannia,3.05,144,141,2,4,563,UPI,Pending,70,3,Late delivery,Out of Stock,Pending
ORD100515,CUST8407,Ayaan Gade,17,Female,Telangana,Hyderabad,Banjara Hills,691958,29-11-2025,12-01-2025,P790,Chips,Snacks,Snacks,Lay's,1.59,765,543,29,2,1087,UPI,Returned,35,5,Average,Limited,Cancelled
ORD103359,CUST8144,Balhaar Kalla,26,Male,Gujarat,Ahmedabad,Navrangpura,479414,10-11-2024,14-11-2024,P312,Detergent,Household Items,Household Items,Surf Excel,4.32,31,24,24,1,24,CASH ON DELIVERY,Returned,22,3,Average,Out of Stock,Cancelled
ORD103265,CUST6368,Anita Kibe,31,Female,Maharashtra,Mumbai,Dadar,189271,04-01-2025,01-07-2025,P401,Curd,Dairy,Dairy,Britannia,1.18,318,208,34,5,1042,GPAY,Cancelled,72,5,Late delivery,Out of Stock,Cancelled
ORD102311,CUST5928,Abhimanyu Radhakrishnan,75,Male,Tamil Nadu,Chennai,Anna Nagar,511166,26-10-2024,27-10-2024,P429,Banana,Fruits & Vegetables,Fruits & Vegetables,FreshFarm,3.07,620,547,12,8,4373,GPAY,Pending,27,1,Damaged item,In Stock,Returned
ORD101328,CUST3380,Tamanna Seshadri,46,Male,Maharashtra,Nagpur,Sitabuldi,54252,15-10-2024,19-10-2024,P332,Tea,Beverages,Beverages,Tata Tea,0.26,775,735,5,6,4412,GOOGLE PAY,Pending,32,3,Excellent,Out of Stock,Cancelled
ORD100615,CUST6407,Xalak Karan,55,Female,maharashtra,Pune,Wakad,44461,22-08-2024,23-08-2024,P645,Tomato,Fruits & Vegetables,Fruits & Vegetables, Organic India ,3.34,577,511,11,5,2553,UPI,Returned,82,2,Average,Out of Stock,Cancelled
ORD102984,CUST8966,Idika Kadakia,47,Male,maharashtra,Hyderabad,Gachibowli,910446,24-11-2025,24-11-2025,P421,Paneer,Dairy,Dairy,Mother Dairy,0.37,532,497,7,8,3977,GOOGLE PAY,Pending,84,1,Late delivery,Out of Stock,Cancelled
ORD102605,CUST5454,Finn Ranganathan,58,Female,West Bengal,Kolkata, Howrah ,682319,21-07-2025,23-07-2025,P782,Biscuits,Snacks,Snacks,Parle,2.03,656,407,38,1,407,GOOGLE PAY,Delivered,82,5,Average,In Stock,Pending
ORD100862,CUST6919,Gaurika Rai,71,Female,West Bengal,Kolkata,Park Street,73657,23-06-2024,26-06-2024,P168,Ice Cream,Frozen Food,Frozen Food,Amul,2.44,125,95,24,1,95,GOOGLE PAY,Delivered,82,3,Late delivery,Limited,Delivered
ORD101010,null,Bimala Chhabra,49,Female,Gujarat,Unknown,Navrangpura,492347,05-06-2024,05-06-2024,P715,Rice,Grocery,Grocery,India Gate,1.79,406,323,39,3,1488,Unknown,Pending,81,2,Average,Limited,Pending
ORD104601,CUST8483,Lila Barman,59,Female,Telangana,Hyderabad,Gachibowli,756464,24-01-2025,28-01-2025,P772,Cake,Bakery,Bakery,Monginis,0.38,726,617,15,7,4316,GPAY,Cancelled,45,4,Good,In Stock,Pending
ORD100321,CUST6581,Victor Prasad,47,Male,Tamil Nadu,Chennai,Velachery,163127,11-02-2025,12-02-2025,P539,Detergent,Household Items,Household Items,Surf Excel,3.87,584,400,32,4,1598,CASH ON DELIVERY,Returned,67,4,Damaged item,Limited,Delivered
ORD103753,null,Hitesh Mandal,21,Female,Tamil Nadu,Unknown,RS Puram,825170,20-11-2024,21-11-2024,P729,Frozen Peas,Frozen Food,Frozen Food, Safal ,3.3,406,323,4,8,1488,Unknown,Pending,8,5,Average,Limited,Pending
ORD100194,CUST9376,Gauri Agate,70,Other,Gujarat,Ahmedabad,Satellite,825051,18-05-2024,20-05-2024,P258,Curd,Dairy,Dairy, Britannia ,0.56,254,175,31,1,395,GPAY,Cancelled,78,2,Excellent,Out of Stock,Pending
ORD102177,CUST6673,Wazir Kakar,76,Other,Telangana,Hyderabad,Banjara Hills,636788,21-11-2024,23-11-2024,P822,Cake,Bakery,Bakery,Monginis,2.2,126,103,18,8,826,UPI,Pending,30,3,Late delivery,Limited,Returned
ORD101439,CUST8770,Varsha Ranganathan,35,Male,Tamil Nadu,Chennai,Velachery,66913,26-11-2024,27-11-2024,P614,Bread,Bakery,Bakery,Britannia,2.54,66,64,3,3,192,GPAY,Pending,79,5,Late delivery,In Stock,Cancelled
ORD102812,CUST5236,Girik Soni,49,Other,West Bengal,Kolkata,Park Street,388165,09-03-2024,11-03-2024,P737,Frozen Peas,Frozen Food,Frozen Food,Safal,1.88,404,301,25,5,1507,CASH ON DELIVERY,Returned,17,3,Good,Limited,Returned
ORD100210,CUST1953,Ayush Bala,51,Male,Maharashtra,Mumbai, Powai ,849113,03-10-2024,13-03-2024,P744,Soap,Personal Care,Personal Care,Dove,2.69,248,162,35,2,325,UPI,Returned,34,3,Average,Limited,Cancelled
ORD104838,null,Darsh Choudhry,29,Other,Gujarat,Unknown,Navrangpura,155346,15-07-2025,15-07-2025,P121,Apple,Fruits & Vegetables,Fruits & Vegetables,Kashmir Fresh,1.76,406,323,38,8,1488,Unknown,Pending,77,1,Average,In Stock,Pending
ORD104677,CUST8421,Zaid Natarajan,64,Male,Tamil Nadu,Coimbatore,RS Puram,134775,05-10-2024,09-10-2024,P583,Ice Cream,Frozen Food,Frozen Food,Amul,4.25,715,443,38,8,3545,GPAY,Returned,63,1,Average,In Stock,Returned
ORD103556,CUST3892,Wazir Soni,52,Female,Telangana,Hyderabad,Banjara Hills,892645,01-06-2024,06-03-2024,P592,Namkeen,Snacks,Snacks,Haldiram,1.64,694,575,17,5,2877,CASH ON DELIVERY,Returned,13,3,Damaged item,Out of Stock,Cancelled
ORD104960,CUST8278,Reyansh Nayar,56,Female,Telangana,Hyderabad,Banjara Hills,21966,23-07-2025,23-07-2025,P977,Detergent,Household Items,Household Items,Surf Excel,2.94,266,260,2,1,260,CASH,Delivered,24,3,Average,In Stock,Returned
ORD101615,CUST1254,Meera Krishna,49,Female,Karnataka,pune,Indiranagar,518498,13-09-2024,17-09-2024,P429,Curd,Dairy,Dairy,Britannia,3.29,329,237,28,5,1187,CASH,Pending,9,3,Average,Limited,Delivered
ORD101709,CUST1381,Chavvi Palla,54,Female,West Bengal,Kolkata,Park Street,193764,02-05-2025,05-06-2025,P755,Juice,Beverages,Beverages,Real,1.87,425,287,33,3,861,CASH,Returned,65,2,Damaged item,In Stock,Delivered
ORD100234,CUST1235,George Dasgupta,20,Male,West Bengal,Kolkata,Park Street,625360,16-08-2025,17-08-2025,P414,Detergent,Household Items,Household Items,Surf Excel,4.12,49,32,34,2,64,UPI,Returned,24,2,Average,Limited,Delivered
ORD100546,CUST9786,Varsha Hayer,38,Male,Gujarat,Ahmedabad,Satellite,11605,09-09-2024,10-09-2024,P711,Paneer,Dairy,Dairy,Mother Dairy,3.06,275,256,7,1,256,GOOGLE PAY,Delivered,48,2,Average,Limited,Cancelled
ORD104197,CUST1980,Atharv Kaur,30,Other,Telangana,Hyderabad,Gachibowli,105990,06-08-2025,06-08-2025,P580,Bread,Bakery,Bakery,Britannia,3.05,470,323,31,6,1937,UPI,Delivered,77,3,Average,Limited,Cancelled
ORD102586,CUST5189,Aahana Mitter,40,Female,maharashtra,Coimbatore,RS Puram,797866,23-08-2024,26-08-2024,P587,Cake,Bakery,Bakery,Monginis,3.65,375,250,33,4,999,UPI,Pending,26,4,Average,Out of Stock,Delivered
ORD102259,CUST6271,Rajata Doctor,37,Female,Gujarat,Surat,Adajan,745510,17-01-2025,20-01-2025,P584,Tea,Beverages,Beverages, Tata Tea ,2.32,607,539,11,5,2695,UPI,Cancelled,17,2,Damaged item,Out of Stock,Delivered
ORD102310,CUST1709,Henry Buch,53,Male,Telangana,Hyderabad,Madhapur,528209,11-09-2024,14-09-2024,P233,Biscuits,Snacks,Snacks,Parle,2.58,128,108,16,5,538,CASH ON DELIVERY,Pending,71,1,Average,In Stock,Cancelled
ORD104260,CUST2696,Nihal Pandya,72,Other,Maharashtra,Mumbai,Powai,156757,30-06-2024,01-07-2024,P945,Detergent,Household Items,Household Items,Surf Excel,4.96,387,264,32,4,1043,CASH,Cancelled,70,5,Good,Limited,Cancelled
ORD103691,CUST4139,Ayaan Muni,72,Female,Telangana,Hyderabad,Banjara Hills,851319,09-09-2024,09-09-2024,P675,Frozen Peas,Frozen Food,Frozen Food,Safal,1.16,670,639,5,4,2555,Debit Card,Pending,12,5,Good,Limited,Cancelled
ORD100126,null,Vidhi Rastogi,28,Female,Tamil Nadu,Unknown,Velachery,15737,12-10-2025,10-12-2025,P203,Rice,Grocery,Grocery,India Gate,4.16,406,323,-13,6,1488,Unknown,Pending,71,4,Average,In Stock,Pending
ORD104708,CUST3334, Laban Sharma ,72,Male,Karnataka,Bangalore,Indiranagar,75139,13-12-2024,13-12-2024,P830,Milk,Dairy,Dairy,Amul,3.82,283,240,15,6,1438,Debit Card,Cancelled,45,2,Average,Out of Stock,Returned
ORD103923,CUST1152,Hemang Dada,37,Other,Delhi,New Delhi,Saket,535788,07-03-2025,07-06-2025,P955,Bread,Bakery,Bakery,Britannia,1.83,330,253,23,7,1769,CASH,Delivered,52,4,Average,Limited,Cancelled
ORD101511,CUST4083,Chandran Saxena,51,Male,Karnataka,Bangalore,Koramangala,544258,08-02-2024,08-06-2024,P956,Rice,Grocery,Grocery,India Gate,2.39,207,155,25,6,929,UPI,Cancelled,52,1,Good,In Stock,Cancelled
ORD103166,CUST6214,Zayyan Madan,70,Female,Tamil Nadu,PUNE,RS Puram,779080,01-07-2025,05-07-2025,P124,Apple,Fruits & Vegetables,Fruits & Vegetables,Kashmir Fresh,0.79,301,187,38,4,748,GOOGLE PAY,Cancelled,8,3,Good,In Stock,Returned
ORD103725,CUST7575,Vasatika Raju,50,Male,Karnataka,Bangalore,Koramangala,411663,31-12-2024,03-01-2025,P405,Detergent,Household Items,Household Items,Surf Excel,4.09,400,353,12,3,1060,CASH,Returned,8,5,Late delivery,In Stock,Delivered
ORD102868,CUST6308,Falguni Desai,39,Female,Telangana,Hyderabad,Banjara Hills,755996,21-02-2025,22-02-2025,P105,Tomato,Fruits & Vegetables,Fruits & Vegetables,Organic India,3.85,453,445,2,7,3113,GPAY,Pending,44,3,Late delivery,Out of Stock,Returned
ORD103248,CUST7044,Hema Hans,10,Female,Maharashtra,Hyderbad,Baner,778796,10-11-2024,10-11-2024,P766,Bread,Bakery,Bakery,Britannia,1.21,661,441,33,3,1322,GOOGLE PAY,Returned,28,2,Damaged item,In Stock,Pending
ORD103774,CUST1269,Ishaan Taneja,54,Other,Delhi,New Delhi,Saket,446077,10-04-2025,14-04-2025,P207,Atta,Grocery,Grocery,Aashirvaad,1.43,566,365,36,7,2786,CASH,Delivered,70,5,Excellent,In Stock,Returned
ORD104879,CUST4423,Hiral Tella,53,Male,Gujarat,Surat,Vesu,405820,03-04-2025,04-07-2025,P557,Bread,Bakery,Bakery,Britannia,1.13,619,485,22,7,3397,GPAY,Returned,27,3,Excellent,Limited,Cancelled
ORD100867,CUST1176,Bimala Swaminathan,54,Male,Tamil Nadu,Coimbatore,Peelamedu,250975,23-05-2025,24-05-2025,P891,Juice,Beverages,Beverages,Real,2.73,230,177,23,4,708,CASH ON DELIVERY,Pending,80,2,Damaged item,Limited,Delivered
ORD100760,CUST1535,Vritti Sharaf,68,Other,maharashtra,Hyderabad,Gachibowli,800390,11-04-2024,05-11-2024,P827,Banana,Fruits & Vegetables,Fruits & Vegetables,FreshFarm,3.57,577,442,23,8,3538,UPI,Cancelled,11,5,Good,In Stock,Delivered
ORD100788,CUST7100,Warjas Om,52,Other,West Bengal,Kolkata,Salt Lake,831343,29-08-2024,30-08-2024,P547,Paneer,Dairy,Dairy,Mother Dairy,1.7,363,222,39,5,1110,UPI,Pending,49,2,Excellent,In Stock,Returned
ORD103958,CUST9701,Pallavi Ben,77,Other,West Bengal,Kolkata,Park Street,565934,07-05-2024,08-05-2024,P327,Frozen Peas,Frozen Food,Frozen Food,Safal,2.34,97,68,30,1,68,GPAY,Returned,61,3,Excellent,Out of Stock,Delivered
ORD100466,CUST7974,Mitali Ramakrishnan,39,Male,Telangana,Hyderabad,Banjara Hills,915366,05-09-2025,08-09-2025,P496,Curd,Dairy,Dairy,Britannia,3.41,524,343,34,2,686,GPAY,Delivered,31,4,Late delivery,In Stock,Returned
ORD100840,CUST3241,Chakradev Wali,66,Other,Tamil Nadu,Coimbatore,Peelamedu,511587,01-06-2025,05-06-2025,P604,Biscuits,Snacks,Snacks,Parle,1.71,687,446,35,7,3122,UPI,Pending,22,5,Excellent,Limited,Returned
ORD101754,CUST8586,Om Virk,36,Other,Gujarat,Surat,Vesu,755784,21-11-2025,21-11-2025,P622,Tomato,Fruits & Vegetables,Fruits & Vegetables,Organic India,0.51,171,108,37,6,802,UPI,Pending,56,4,Average,Limited,Returned
ORD100455,CUST4502,Ikshita Basu,67,Other,Gujarat,Surat,Adajan,865247,16-05-2025,18-05-2025,P491,Ice Cream,Frozen Food,Frozen Food,Amul,1.93,455,352,23,2,692,CASH ON DELIVERY,Delivered,62,4,Excellent,Limited,Pending
ORD101852,null,Chanchal Chaudhry,34,Male,Tamil Nadu,Unknown,Peelamedu,852293,02-09-2025,12-02-2025,P608,Cake,Bakery,Bakery,Monginis,0.11,406,323,9,6,1488,Unknown,Pending,71,4,Average,In Stock,Pending
ORD100989,CUST6569,Jagdish Mohanty,40,Male,West Bengal,Kolkata,Park Street,253805,20-06-2025,24-06-2025,P953,Milk,Dairy,Dairy,Amul,1.72,243,208,14,1,208,CASH,Delivered,73,5,Average,In Stock,Returned
ORD101151,CUST6131,Urvashi Dugar,73,Other,Maharashtra,Nagpur,Dharampeth,32132,26-01-2024,26-01-2024,P302,Frozen Peas,Frozen Food,Frozen Food,Safal,4.06,642,386,40,8,3092,Debit Card,Delivered,69,5,Good,In Stock,Delivered
ORD103802,CUST8395,Damini Lad,59,Female,Maharashtra,Nagpur,Sitabuldi,196967,12-05-2024,15-05-2024,P515,Tomato,Fruits & Vegetables,Fruits & Vegetables,Organic India,0.7,720,470,35,8,3757,CASH ON DELIVERY,Cancelled,44,4,Good,Limited,Returned
ORD104428,CUST2527, Vivaan Toor ,19,Male,Karnataka,Bangalore,Whitefield,624002,22-12-2025,24-12-2025,P587,Bread,Bakery,Bakery,Britannia,3.59,104,64,38,4,255,UPI,Cancelled,51,3,Good,Out of Stock,Pending
ORD101209,CUST8353,Ishwar Pall,50,Other,Delhi,PUNE,Dwarka,829272,09-07-2024,12-07-2024,P548,Ice Cream,Frozen Food,Frozen Food,Amul,4.85,433,388,10,3,1163,CASH ON DELIVERY,Delivered,69,2,Average,Limited,Pending
ORD101939,null,Shravya Cheema,26,Male,Karnataka,Unknown,VV Mohalla,702661,19-09-2025,22-09-2025,P671,Paneer,Dairy,Dairy,Mother Dairy,2.77,406,323,9,6,1488,Unknown,Pending,37,1,Average,In Stock,Pending
ORD101459,CUST9170,Zaitra Badal,49,Female,Gujarat,Ahmedabad,Navrangpura,929913,20-07-2025,24-07-2025,P345,Atta,Grocery,Grocery,Aashirvaad,4.28,590,516,13,1,516,GOOGLE PAY,Returned,60,3,Excellent,Out of Stock,Cancelled
ORD102760,CUST3228,Nitesh Edwin,74,Male,Gujarat,Ahmedabad,Navrangpura,719243,30-10-2025,11-01-2025,P709,Cake,Bakery,Bakery,Monginis,0.94,512,408,20,4,1632,CASH,Returned,62,2,Excellent,Limited,Pending
ORD101729,null,Lila Goel,21,Male,Maharashtra,Unknown,Dharampeth,52729,16-03-2025,18-03-2025,P443,Tea,Beverages,Beverages,Tata Tea,1.68,406,323,7,8,1488,Unknown,Pending,9,3,Average,In Stock,Pending
ORD100710,CUST7113,Ekaja Bava,22,Male,Gujarat,Surat,Adajan,225891,12-05-2025,16-05-2025,P160,Milk,Dairy,Dairy,Amul,3.95,146,103,30,3,308,CASH,Delivered,77,1,Average,Out of Stock,Delivered
ORD100270,CUST2850,Tanish Ahuja,21,Female,West Bengal,Kolkata,Howrah,185798,03-09-2025,10-03-2025,P586,Frozen Peas,Frozen Food,Frozen Food,Safal,3.45,103,71,31,3,212,GOOGLE PAY,Pending,55,4,Average,Out of Stock,Cancelled
ORD103981,CUST7681,Panini Dave,51,Other,West Bengal,Kolkata,Howrah,968860,30-08-2024,01-09-2024,P929,Apple,Fruits & Vegetables,Fruits & Vegetables,Kashmir Fresh,4.42,702,438,38,3,1314,GOOGLE PAY,Cancelled,83,3,Damaged item,Out of Stock,Pending
ORD104636,CUST1378,Damini Seth,80,Female,Tamil Nadu,Mumbai,Banjara Hills,501110,24-02-2025,26-02-2025,P210,Frozen Peas,Frozen Food,Frozen Food,Safal,1.89,794,511,36,1,511,UPI,Cancelled,45,1,Average,Limited,Returned
ORD103158,CUST5100,Ishani Lal,53,Male,Telangana,Hyderabad,Banjara Hills,474188,22-10-2024,26-10-2024,P103,Tea,Beverages,Beverages,Tata Tea,2.58,603,593,2,3,1780,Debit Card,Returned,88,1,Damaged item,In Stock,Pending
ORD101088,CUST3016, Robert Vora ,21,Female,West Bengal,Kolkata,Park Street,261144,18-02-2025,19-02-2025,P573,Paneer,Dairy,Dairy,Mother Dairy,2.33,695,513,26,5,2565,UPI,Cancelled,22,3,Late delivery,Limited,Delivered
ORD104864,CUST1574,Krish Master,64,Female,Delhi,New Delhi, Rohini ,775890,19-09-2025,19-09-2025,P230,Tomato,Fruits & Vegetables,Fruits & Vegetables,Organic India,4.55,354,221,37,5,1107,GPAY,Cancelled,63,2,Average,Out of Stock,Returned
ORD100197,CUST5034,Oliver Wali,53,Male,Delhi,New Delhi,Rohini,417491,28-05-2025,31-05-2025,P895,Tomato,Fruits & Vegetables,Fruits & Vegetables,Organic India,2.21,614,487,21,3,1460,CASH ON DELIVERY,Delivered,75,3,Damaged item,Out of Stock,Cancelled
ORD101243,CUST6575,Ayush Kade,48,Female,Delhi,New Delhi, Saket ,590550,07-11-2024,11-11-2024,P236,Ice Cream,Frozen Food,Frozen Food,Amul,2.19,695,677,3,8,5412,GPAY,Cancelled,42,3,Good,Limited,Pending
ORD102193,CUST6655,Faras Raj,19,Other,Maharashtra,Mumbai,Andheri,29852,05-04-2025,09-04-2025,P423,Detergent,Household Items,Household Items,Surf Excel,2.54,263,185,29,5,926,UPI,Cancelled,25,3,Average,Out of Stock,Cancelled
ORD103537,CUST8813,Gaurangi Patla,52,Other,Gujarat,Ahmedabad,Satellite,698615,30-04-2025,01-05-2025,P558,Bread,Bakery,Bakery,Britannia,2.85,506,414,18,8,3313,CASH ON DELIVERY,Returned,56,3,Excellent,Limited,Delivered
ORD104329,CUST9260,Ubika Guha,18,Male,West Bengal,Kolkata,Howrah,231081,01-08-2025,12-01-2025,P520,Milk,Dairy,Dairy,Amul,1.72,79,50,36,2,101,Debit Card,Delivered,73,2,Good,In Stock,Delivered
ORD101167,CUST1300,Yauvani Vohra,39,Female,Telangana,Hyderabad,Madhapur,569877,19-09-2025,22-09-2025,P625,Biscuits,Snacks,Snacks,Parle,0.66,511,373,27,4,1493,GOOGLE PAY,Cancelled,10,2,Late delivery,Out of Stock,Pending
ORD100481,CUST7192,Chavvi Mishra,50,Female,Delhi,PUNE,Dwarka,658486,01-07-2025,11-01-2025,P991,Paneer,Dairy,Dairy,Mother Dairy,2.67,392,376,4,7,2635,UPI,Returned,55,1,Average,In Stock,Cancelled
ORD102816,CUST8208,Samar Comar,79,Female,Maharashtra,Hyderbad,Dharampeth,919527,24-02-2025,25-02-2025,P651,Detergent,Household Items,Household Items,Surf Excel,4.67,35,29,17,2,58,CASH,Delivered,13,5,Late delivery,In Stock,Cancelled
ORD104187,CUST8431,Yachana Kothari,30,Male,Telangana,Hyderabad,Madhapur,349112,06-08-2025,07-08-2025,P204,Atta,Grocery,Grocery,Aashirvaad,3.53,395,392,1,5,1958,Debit Card,Returned,61,1,Good,In Stock,Cancelled
ORD100593,CUST4014,Divya Saxena,79,Male,West Bengal,Kolkata,Howrah,654197,19-04-2025,22-04-2025,P525,Biscuits,Snacks,Snacks,Parle,0.56,371,343,7,6,2060,GOOGLE PAY,Pending,80,2,Late delivery,Limited,Returned
